SCHOOL_KEY,FACILITY_KEY,SCHOOL_CODE,SCHOOL_DISTRICT_CODE,STATE_DISTRICT_CODE,SCHOOL_DISTRICT,SCHOOL_NAME,SCHOOL_LONG_NAME,ACTIVE_DIRECTORY_SCHOOL_NAME,GOVERNANCE,NETWORK,SCHOOL_STATUS,OPEN_FOR_ENROLLMENT_DATE,CLOSED_FOR_ENROLLMENT_DATE,SCHOOL_SUBTYPE,SCHOOL_GRADES_GROUP,SCHOOL_CURRENT_GRADES,SCHOOL_PLANNED_GRADES,NETWORK_CHIEF,SCHOOL_PRINCIPAL,SCHOOL_STATE_ID,FINANCE_ACCOUNT_ID,FINANCE_ACCOUNT_NAME,SCHOOL_STATE_NAME,SCHOOL_URL,SCHOOL_COMMENTS,POPULATION_FOCUS,EAST_WEST_COORDINATES,EAST_WEST_DIRECTION,NORTH_SOUTH_COORDINATES,NORTH_SOUTH_DIRECTION,LONGITUDE,LATITUDE,SECONDARY_ADDRESS,SECONDARY_ADDRESS_IDENTIFIER,STREET_NUMBER,ADDRESS_DIRECTION_PRE,STREET_NAME,STREET_TYPE,ADDRESS_DIRECTION_POST,CITY,STATE,POSTAL_CODE,ROLLUP_INDICATOR,THERAPEUTIC_INDICATOR,GRADE_CATEGORY_SECONDARY,SCHOOL_FEDERAL_ID,PRINCIPAL_STAFF_ID,PRINCIPAL_NAME,PRINCIPAL_EMAIL,PRIMARY_PHONE_NUMBER,PRIMARY_FAX_NUMBER,SECONDARY_PHONE_NUMBER,SECONDARY_FAX_NUMBER,OFFICIAL_ADDRESS,DELIVERY_ADDRESS,CITY_WARD_NUMBER,CITY_WARD_NAME,MAIL_RUN,SCHOOL_HOURS,SCHOOL_POPULATION_FOCUS,LEGACY_UNIT_NUMBER,GEO_NETWORK,CATEGORY_BID,SAFE_PASSAGE_INDICATOR,SELECTIVE_ENROLLMENT_TYPE,SCHOOL_OPERATION_TYPE,ES_NETWORK,COMMUNITY,ANNUAL_REGIONAL_ANALYSIS_REGION,ERSB_DISTRICT,ATTENDANCE_BOUNDARY,ERSB_REPRESENTATIVE_IDENTIFIER,ERSB_REPRESENTATIVE_NAME,ERSB_REPRESENTATIVE_PHONE_NUMBER,ERSB_REPRESENTATIVE_FAX,OFFICIAL_ADDRESS_EAST_WEST_COORDINATES,OFFICIAL_ADDRESS_EAST_WEST_DIRECTION,OFFICIAL_ADDRESS_NORTH_SOUTH_COORDINATES,OFFICIAL_ADDRESS_NORTH_SOUTH_DIRECTION,OFFICIAL_ADDRESS_LATITUDE,OFFICIAL_ADDRESS_LONGITUDE,DELIVERY_ADDRESS_EAST_WEST_COORDINATES,DELIVERY_ADDRESS_EAST_WEST_DIRECTION,DELIVERY_ADDRESS_NORTH_SOUTH_COORDINATES,DELIVERY_ADDRESS_NORTH_SOUTH_DIRECTION,DELIVERY_ADDRESS_LATITUDE,DELIVERY_ADDRESS_LONGITUDE,COMMUNITY_BASED_ORGANIZATION_INDICATOR,TERMINATING_GRADE_LEVEL,SYS_DELETE_STATUS,CREATED_TS,LAST_UPDATED_TS
643,621,400105,299,15-016-2990-25,Chicago Public Schools District 299,URBAN PREP - BRONZEVILLE HS,Urban Prep Academy for Young Men - Bronzeville,URBAN_PREP_-_BRONZEVILLE_HS,Charter,Charter,Open,2010-07-01,,General Curriculum,High,"9,10,11,12","9,10,11,12",,Jessica Chandler,15016299025013C,66442,Urban Prep Academy for Young Men - South Shore,Urban Prep Chtr Acad Bronzeville HS,https://urbanprep.org,,,521,E,3500,S,-87.6137,41.83117,,,521,E,35th,ST,,Chicago,IL,60616,N,N,,170993006132,C200035569,Jessica Chandler,jchandler@urbanprep.org,773-624-3444,773-624-3405,,,521 E 35th ST  Chicago IL 60616 521 E 3500 S 41.83117 -87.6137,521 E 35TH ST  Chicago IL 60616 521 E 3500 S 41.8311 -87.6136,4,4th Ward,39,8:30 AM-4:30 PM,,8027,Network 17,150162990BKBK00,,Non,Day,Network 9,DOUGLAS,Bronzeville / South Lakefront,District 10a,Citywide,Che Smith,Che Smith,,,521,E,3500,S,41.83117,-87.6137,521,E,3500,S,41.8311,-87.6136,S.CommunitityBasedOrganizationIndicator,12,false,2026-04-29 18:28:34.450659,2026-05-01 04:17:28.514281
644,362,400106,299,15-016-2990-25,Chicago Public Schools District 299,NOBLE - JOHNSON HS,Noble - John and Eunice Johnson College Prep,NOBLE_-_JOHNSON_HS,Charter,Charter,Open,2010-07-01,,General Curriculum,High,"9,10,11,12","9,10,11,12",,Hamza Salameh,15016299025036C,66148,Noble Street Charter School - Johnson ES,Noble St Chtr-Johnson College Prep,https://nobleschools.org/johnson,,,400,W,6350,S,-87.635,41.7784,,,6350,S,Stewart,AVE,,Chicago,IL,60621,N,N,,170993006494,C200008807,Hamza Salameh,hsalameh@nobleenglewood.org,312-348-1888,312-278-0449,,,6350 S Stewart AVE  Chicago IL 60621 400 W 6350 S 41.7784 -87.635,6350 S STEWART AVE  Chicago IL 60621 400 W 6350 S 41.7784 -87.6351,20,20th Ward,45,8:00am - 2:56pm,,8028,Network 16,150162990AFAF09,,Non,Day,Network 11,ENGLEWOOD,South Side,District 6b,Citywide,Jessica Biggs,Jessica Biggs,,,400,W,6350,S,41.7784,-87.635,400,W,6350,S,41.7784,-87.6351,S.CommunitityBasedOrganizationIndicator,12,false,2026-04-29 18:28:34.450659,2026-05-01 04:17:28.514281
645,481,400107,299,15-016-2990-25,Chicago Public Schools District 299,LEARN - SOUTH CHICAGO,L.E.A.R.N. - South Chicago Campus,LEARN_-_SOUTH_CHICAGO,Charter,Charter,Open,2010-07-01,,General Curriculum,Elementary,"K,1,2,3,4,5,6,7,8","K,1,2,3,4,5,6,7,8",,Diamond Perkins,15016299025274C,66563,LEARN Charter School - South Chicago Campus,LEARN Chtr - South Chicago Campus,http://www.learncharter.org,,,3300,E,8914,S,-87.5444,41.73331,,,8914,S,Buffalo,AVE,,Chicago,IL,60617,N,N,,170993006451,C200001998,Diamond Perkins,dperkins@learncharter.org,773-722-8577,,,,8914 S Buffalo AVE  Chicago IL 60617 3300 E 8914 S 41.73331 -87.5444,8914 S BUFFALO AVE  Chicago IL 60617 3300 E 8914 S 41.7333 -87.5444,10,10th Ward,47,8:30 - 4 PM,,8029,Network 12,150162990ANAN03,,,Day,Network 12,SOUTH CHICAGO,Greater Stony Island,District 10b,Citywide,,Vacant,,,3300,E,8914,S,41.73331,-87.5444,3300,E,8914,S,41.7333,-87.5444,S.CommunitityBasedOrganizationIndicator,08,false,2026-04-29 18:28:34.450659,2026-05-01 04:17:28.514281
650,1079,400113,299,15-016-2990-25,Chicago Public Schools District 299,CICS - CHICAGOQUEST HS,CICS - ChicagoQuest North,CICS_-_CHICAGOQUEST_HS,Charter,Charter,Closed,2011-07-01,2021-06-30,General Curriculum,High,"9,10,11,12","9,10,11,12",,Ms. Zataya Shackelford,15016299025027C,66651,,CICS - Quest North Campus,https://chicagoquest.org,,,732,W,1443,N,-87.6456,41.90781,,,1443,N,Ogden,AVE,,Chicago,IL,60610,N,N,,170993006472,C200006192,Ms. Zataya Shackelford,zshackelford@civitasedpartners.org,773-565-2100,312-951-2906,,,1443 N Ogden AVE  Chicago IL 60610 732 W 1443 N 41.90781 -87.6456,1443 N OGDEN AVE  Chicago IL 60610 732 W 1443 N 41.9078 -87.6456,27,27th Ward,33,8:00 AM-3:30 PM,,8672,Network 4,150162990AEAE15,,Non,Day,,,,,,,,,,732,W,1443,N,41.90781,-87.6456,732,W,1443,N,41.9078,-87.6456,S.CommunitityBasedOrganizationIndicator,12,false,2026-04-29 18:28:34.450659,2026-05-01 04:17:28.514281
652,1094,400115,299,15-016-2990-25,Chicago Public Schools District 299,CATALYST - MARIA,Catalyst - Maria Charter School,CATALYST_-_MARIA,Charter,Charter,Open,2012-07-01,,General Curriculum,Elementary,"K,1,2,3,4,5,6,7,8,9,10,11,12","K,1,2,3,4,5,6,7,8,9,10,11,12",,Dr. Jacquelin Baker,15016299025232C,66433,Catalyst - Maria Charter School,Catalyst Charter - Maria ES,https://catalystschools.org/maria,,,2800,W,6727,S,-87.6931,41.77099,,,6727,S,California,AVE,,Chicago,IL,60629,N,N,,170993006243,C200003711,Dr. Jacquelin Baker,jbaker@catalystschools.org,773-993-1770,773-993-1771,,,6727 S California AVE  Chicago IL 60629 2800 W 6727 S 41.77099 -87.6931,6727 S CALIFORNIA AVE  Chicago IL 60629 2800 W 6727 S 41.771 -87.6931,16,16th Ward,43,8:00 AM - 3:00 PM,,9032,Network 10,150162990BRBR00,,Non,Day,Network 10,CHICAGO LAWN,Greater Midway,District 8a,Citywide,Angel Gutierrez,Angel Gutierrez,,,2800,W,6727,S,41.77099,-87.6931,2800,W,6727,S,41.771,-87.6931,S.CommunitityBasedOrganizationIndicator,08,false,2026-04-29 18:28:34.450659,2026-05-01 04:17:28.514281
653,1193,400116,299,15-016-2990-25,Chicago Public Schools District 299,MONTESSORI ENGLEWOOD,The Montessori School of Englewood Charter,MONTESSORI_ENGLEWOOD,Charter,Charter,Open,2012-07-01,,General Curriculum,Elementary,"K,1,2,3,4,5,6,7,8","K,1,2,3,4,5,6,7,8",,Rita Nolan,15016299025233C,66591,,Montessori of Englewood Chtr ES,https://www.tmsoe.org,,,1732,W,6936,S,-87.6676,41.7674,,,6936,S,HERMITAGE,AVE,,Chicago,IL,60636-3333,N,N,,170993006221,C100003378,Rita Nolan,rnolan@tmsoe.org,773-535-9255,773-535-9590,,,6936 S HERMITAGE AVE  Chicago IL 60636-3333 1732 W 6936 S 41.7674 -87.6676,6936 S HERMITAGE AVE  Chicago IL 60636-3333 1732 W 6936 S 41.7673983449814 -87.6676758923248,17,17th Ward,43,8:00 AM-3:15,,9033,Network 11,150162990BUBU00,,,Day,Network 11,WEST ENGLEWOOD,South Side,District 9a,Citywide,Dr. Angel L. Velez,Dr. Angel L. Velez,,,1732,W,6936,S,41.7674,-87.6676,1732,W,6936,S,41.7673983449814,-87.6676758923248,S.CommunitityBasedOrganizationIndicator,08,false,2026-04-29 18:28:34.450659,2026-05-01 04:17:28.514281
658,1099,400121,299,15-016-2990-25,Chicago Public Schools District 299,ACERO - DE LA CRUZ,Acero Charter Schools - Sor Juana Inés de la Cruz,ACERO_-_DE_LA_CRUZ,Charter,Charter,Closed,2012-07-01,2025-06-30,General Curriculum,Elementary,"K,1,2,3,4,5,6,7,8,9,10,11,12","K,1,2,3,4,5,6,7,8,9,10,11,12",,Ms. Alyssa Dons,15016299025049C,66134,UNO Charter School - Northside Elementary School Campus,Acero Chtr Sch Newtwork- Sor Juana Ines de la Cruz,http://jc.aceroschools.org,,,2148,W,7416,N,-87.6844413235995,42.0164644746477,,,7416,N,Ridge,BLVD,,Chicago,IL,60645-1919,N,N,,170993006508,C200007817,Ms. Alyssa Dons,adons@aceroschools.org,312-455-5440,312-455-5441,,,7416 N Ridge BLVD  Chicago IL 60645-1919 2148 W 7416 N 42.0164644746477 -87.6844413235995,7416 N RIDGE BLVD  Chicago IL 60645-1919 2148 W 7416 N 42.0164644746477 -87.6844413235995,49,49th Ward,32,8:00 AM-3:00 PM,,9038,Network 2,150162990AIAI13,,Non,Day,Network 2,WEST RIDGE,Northwest Side,District 2a,Citywide,Ebony DeBerry,Ebony DeBerry,,,2148,W,7416,N,42.0164644746477,-87.6844413235995,2148,W,7416,N,42.0164644746477,-87.6844413235995,S.CommunitityBasedOrganizationIndicator,12,false,2026-04-29 18:28:34.450659,2026-05-01 04:17:28.514281
661,1096,400124,299,15-016-2990-25,Chicago Public Schools District 299,YCCS - MCKINLEY,YCCS- McKinley Lakeside Leadership HS,YCCS_-_MCKINLEY,Charter,Options,Open,2012-07-01,,General Curriculum,High,"9,10,11,12","9,10,11,12",,Dr. Irma Plaxico,15016299025055C,66107,YCCS - Ada S McKinley - Lakeside HS,YCCS- McKinley-Lakeside Leadership Academy,https://yccs.us/campuses,,,50,E,2920,S,-87.6253,41.84132,,,2920,S,Wabash,AVE,,Chicago,IL,60616,N,N,,170993006479,C100005658,Dr. Irma Plaxico,iplaxico@lakeside-yccs.org,312-949-5010,312-949-5015,,,2920 S Wabash AVE  Chicago IL 60616 50 E 2920 S 41.84132 -87.6253,2920 S WABASH AVE  Chicago IL 60616 45 E 2920 S 41.8413 -87.6253,3,3rd Ward,39,8:15 AM - 4:30 PM,,9041,Network 17,150162990ALAL02,,,Day,Network 9,DOUGLAS,Bronzeville / South Lakefront,District 6b,Citywide,Jessica Biggs,Jessica Biggs,,,50,E,2920,S,41.84132,-87.6253,45,E,2920,S,41.8413,-87.6253,S.CommunitityBasedOrganizationIndicator,12,false,2026-04-29 18:28:34.450659,2026-05-01 04:17:28.514281
672,1097,400135,299,15-016-2990-25,Chicago Public Schools District 299,YCCS - LATINO YOUTH,YCCS-Latino Youth Alternative HS,YCCS_-_LATINO_YOUTH,Charter,Options,Open,2012-07-01,,General Curriculum,High,"9,10,11,12","9,10,11,12",,Mr. James J Hurlburt,15016299025065C,66619,YCCS - Latino Youth Alternative HS,YCCS-Latino Youth Alternative HS,http://www.lyhs.org,,,2800,W,2001,S,-87.6955,41.85459,,,2001,S,California,AVE,,Chicago,IL,60608,N,N,,170993006449,C100008564,Mr. James J Hurlburt,jhurlburt@pilsenmh.org,773-648-2130,773-648-2098,,,2001 S California AVE  Chicago IL 60608 2800 W 2001 S 41.85459 -87.6955,2001 S CALIFORNIA AVE  Chicago IL 60608 2800 W 2001 S 41.8547 -87.6955,25,25th Ward,37,8:30 AM - 3:15 PM,,9052,Network 16,150162990ALAL13,,,Day,Network 7,SOUTH LAWNDALE,Pilsen / Little Village,District 7a,Citywide,Emma Lozano,Emma Lozano,,,2800,W,2001,S,41.85459,-87.6955,2800,W,2001,S,41.8547,-87.6955,S.CommunitityBasedOrganizationIndicator,12,false,2026-04-29 18:28:34.450659,2026-05-01 04:17:28.514281
673,566,400136,299,15-016-2990-25,Chicago Public Schools District 299,YCCS - OLIVE HARVEY,YCCS-Olive Harvey Middle College HS,YCCS_-_OLIVE_HARVEY,Charter,Options,Open,2012-07-01,,General Curriculum,High,"9,10,11,12","9,10,11,12",,Mr. Michellese Harvey,15016299025066C,66621,YCCS - Olive Harvey Middle College HS,YCCS-Olive Harvey Mid College HS,https://yccs.us/campuses,,,1200,E,10001,S,-87.5924,41.71286,,,10001,S,Woodlawn,AVE,,Chicago,IL,60628,N,N,,170993006478,C200010978,Mr. Michellese Harvey,mharvey20@cps.edu,773-291-6517,773-291-6199,,,10001 S Woodlawn AVE  Chicago IL 60628 1200 E 10001 S 41.71286 -87.5924,10001 S WOODLAWN AVE  Chicago IL 60628 1200 E 10001 S 41.7129 -87.5924,8,8th Ward,48,8:00 AM - 4:00 PM,,9053,Network 17,150162990ALAL14,,,Day,Network 12,PULLMAN,Greater Calumet,District 10b,Citywide,,Vacant,,,1200,E,10001,S,41.71286,-87.5924,1200,E,10001,S,41.7129,-87.5924,S.CommunitityBasedOrganizationIndicator,12,false,2026-04-29 18:28:34.450659,2026-05-01 04:17:28.514281
682,1206,400146,299,15-016-2990-25,Chicago Public Schools District 299,KIPP - ACADEMY,KIPP Academy Chicago Campus,KIPP_-_ACADEMY,Charter,Charter,Open,2012-07-01,,General Curriculum,Elementary,"K,1,2,3,4,5,6,7,8","K,1,2,3,4,5,6,7,8",,Jarell Lee,15016299025101C,66031,,KIPP Academy Chicago Campus,https://www.kippchicago.org,,,4818,W,600,N,-87.7466,41.8914,,,4818,W,OHIO,ST,,Chicago,IL,60644-,N,N,,170993006477,C200008117,Jarell Lee,jlee@kippchicago.org,773-938-8553,773-287-4548,,,4818 W OHIO ST  Chicago IL 60644- 4818 W 600 N 41.8914 -87.7466,4818 W OHIO ST  Chicago IL 60644- 4818 W 600 N 41.8914829687289 -87.7465982635284,37,37th Ward,36,7:45 AM - 3:30 PM,,9605,Network 3,150162990ABAB01,,,Day,Network 3,AUSTIN,West Side,District 5a,Citywide,Jitu Brown,Jitu Brown,,,4818,W,600,N,41.8914,-87.7466,4818,W,600,N,41.8914829687289,-87.7465982635284,S.CommunitityBasedOrganizationIndicator,12,false,2026-04-29 18:28:34.450659,2026-05-01 04:17:28.514281
685,1109,400149,299,15-016-2990-25,Chicago Public Schools District 299,ACERO - SOTO HS,Acero Charter Schools - Victoria Soto,ACERO_-_SOTO_HS,Charter,Charter,Open,2013-07-01,,General Curriculum,High,"9,10,11,12","9,10,11,12",,"
Ms. Liz Obrzut",15016299025086C,66137,UNO Charter HS,Acero Chtr Sch Network Victoria Soto Campus,http://vs.aceroschools.org,,,3500,W,5025,S,-87.7109882554895,41.8017562101882,,,5025,S,ST LOUIS,AVE,,Chicago,IL,60632,N,N,,170993006483,C100011419,"
Ms. Liz Obrzut",eobrzut@aceroschools.org,312-455-5446,312-455-5447,,,5025 S ST LOUIS AVE  Chicago IL 60632 3500 W 5025 S 41.8017562101882 -87.7109882554895,5025 S ST LOUIS AVE  Chicago IL 60632 3500 W 5025 S 41.8018 -87.7111,14,14th Ward,44,8:00 AM - 3:00 PM,,9640,Network 15,150162990AIAI14,,Non,Day,Network 8,GAGE PARK,Greater Midway,District 7b,Citywide,Yesenia Lopez,Yesenia Lopez,,,3500,W,5025,S,41.8017562101882,-87.7109882554895,3500,W,5025,S,41.8018,-87.7111,S.CommunitityBasedOrganizationIndicator,12,false,2026-04-29 18:28:34.450659,2026-05-01 04:17:28.514281
687,1061,400151,299,15-016-2990-25,Chicago Public Schools District 299,LEARN - 7,L.E.A.R.N. Charter School - 7th Campus,LEARN_-_7,Charter,Charter,Open,2013-07-01,,General Curriculum,Elementary,"K,1,2,3,4,5","K,1,2,3,4,5",,Queala Robinson,15016299025276C,66566,,LEARN Chtr - 7th Campus,http://www.learncharter.org,,,3021,W,328,N,-87.7022,41.88754,,,3021,W,Carroll,AVE,,Chicago,IL,60612,N,N,,170993006469,C200011419,Queala Robinson,qrobinson@learncharter.org,773-584-4300,773-826-7918,,,3021 W Carroll AVE  Chicago IL 60612 3021 W 328 N 41.88754 -87.7022,3021 W CARROLL AVE  Chicago IL 60612 3021 W 328 N 41.8875 -87.7022,27,27th Ward,38,8:30 AM - 4:00 PM,,9608,Network 5,150162990ANAN05,,,Day,Network 5,EAST GARFIELD PARK,West Side,District 5b,Citywide,Michilla Blaise,Michilla Blaise,,,3021,W,328,N,41.88754,-87.7022,3021,W,328,N,41.8875,-87.7022,S.CommunitityBasedOrganizationIndicator,08,false,2026-04-29 18:28:34.450659,2026-05-01 04:17:28.514281
695,1103,400159,299,15-016-2990-25,Chicago Public Schools District 299,CHRISTOPHER HOUSE,Christopher House Charter School,CHRISTOPHER_HOUSE,Charter,Charter,Open,2013-07-01,,General Curriculum,Elementary,"K,1,2,3,4,5,6,7,8","K,1,2,3,4,5,6,7,8",,Stephanie Glover,15016299025235C,66661,Christopher House Charter School,Christopher House Chrt ES,https://christopherhouse.org,,,5235,W,2300,N,-87.7576,41.92224,,,5235,W,Belden,AVE,,Chicago,IL,60639,N,N,,170993006311,C200045701,Stephanie Glover,sglover-douglas@christopherhouse.org,773-922-7542,773-922-7559,,,5235 W Belden AVE  Chicago IL 60639 5235 W 2300 N 41.92224 -87.7576,5235 W BELDEN AVE  Chicago IL 60639 5235 W 2300 N 41.9222 -87.7575,36,36th Ward,29,8:00 AM - 3:00 PM,,9616,Network 3,150162990BWBW00,,,Day,Network 3,BELMONT CRAGIN,Far Northwest Side,District 3b,Citywide,Carlos A Rivas Jr,Carlos A Rivas Jr,,,5235,W,2300,N,41.92224,-87.7576,5235,W,2300,N,41.9222,-87.7575,S.CommunitityBasedOrganizationIndicator,08,false,2026-04-29 18:28:34.450659,2026-05-01 04:17:28.514281
697,1104,400161,299,15-016-2990-25,Chicago Public Schools District 299,CHICAGO COLLEGIATE,Chicago Collegiate Charter School,CHICAGO_COLLEGIATE,Charter,Charter,Open,2013-07-01,,General Curriculum,High,"6,7,8,9,10,11,12","7,8,9,10,11,12",,Ms. Tieshia Robinson,15016299025236C,66671,Chicago Collegiate Charter School,Chicago Collegiate Charter School,https://chicagocollegiate.org,,,200,E,11816,S,-87.6180046301541,41.6793239297476,,,11816,S,Indiana,,,Chicago,IL,60628-6227,N,N,,170993006285,C200027307,Ms. Tieshia Robinson,Tieshia.Robinson@chicagocollegiate.org,773-536-9098,773-264-5792,,,11816 S Indiana   Chicago IL 60628-6227 200 E 11816 S 41.6793239297476 -87.6180046301541,11816 S INDIANA AVE  Chicago IL 60628 200 E 11816 S 41.6793 -87.6179,9,9th Ward,48,7:45 AM-3:45 PM MTThF 7:45-1:00 PM Wednesdays,,9618,Network 17,150162990BVBV00,,Non,Day,Network 13,WEST PULLMAN,Greater Calumet,District 9b,Citywide,Therese Boyle,Therese Boyle,,,200,E,11816,S,41.6793239297476,-87.6180046301541,200,E,11816,S,41.6793,-87.6179,S.CommunitityBasedOrganizationIndicator,12,false,2026-04-29 18:28:34.450659,2026-05-01 04:17:28.514281
699,551,400163,299,15-016-2990-25,Chicago Public Schools District 299,KIPP - BLOOM,KIPP Chicago Charter School - KIPP Bloom,KIPP_-_BLOOM,Charter,Charter,Open,2013-07-01,,General Curriculum,Elementary,"K,1,2,3,4,5,6,7,8","K,1,2,3,4,5,6,7,8",,Claire Grossheim,15016299025103C,66931,KIPP-Bloom,KIPP Chicago Charters - Bloom Campus,https://www.kippchicago.org,,,632,W,5515,S,-87.6415,41.79355,,,5515,S,Lowe,AVE,,Chicago,IL,60621,N,N,,170993006510,C200002573,Claire Grossheim,cgrossheim@kippchicago.org,773-938-8565,773-783-6910,,,5515 S Lowe AVE  Chicago IL 60621 632 W 5515 S 41.79355 -87.6415,5515 S LOWE AVE  Chicago IL 60621 632 W 5515 S 41.7936 -87.6414,20,20th Ward,45,7:45 AM - 3:30 PM,,9627,Network 8,150162990ABAB04,,,Day,Network 8,ENGLEWOOD,South Side,District 9a,Citywide,Dr. Angel L. Velez,Dr. Angel L. Velez,,,632,W,5515,S,41.79355,-87.6415,632,W,5515,S,41.7936,-87.6414,S.CommunitityBasedOrganizationIndicator,08,false,2026-04-29 18:28:34.450659,2026-05-01 04:17:28.514281
704,808,400168,299,15-016-2990-25,Chicago Public Schools District 299,GREAT LAKES,Great Lakes Academy Charter School,GREAT_LAKES,Charter,Charter,Open,2014-07-01,,General Curriculum,Elementary,"K,1,2,3,4,5,6,7,8","K,1,2,3,4,5,6,7,8",,Joshua Miller,15016299025241C,66951,Great Lakes Academy Charter School,Great Lakes Academy Charter ES,http://www.glachicago.org/,,,2635,E,8401,S,-87.56,41.74264,,,8401,S,Saginaw,AVE,,Chicago,IL,60617,N,N,,170993006328,C200011418,Joshua Miller,jmiller@glachicago.org,773-530-3040,224-304-2218,,,8401 S Saginaw AVE  Chicago IL 60617 2635 E 8401 S 41.74264 -87.56,8401 S SAGINAW AVE  Chicago IL 60617 2635 E 8401 S 41.7427 -87.5599,7,7th Ward,47,8:00 am-3:20 pm (M-Th) and 8:00 am-1:50 pm (F),,9643,Network 12,150162990BZBZ00,,,Day,Network 12,SOUTH CHICAGO,Greater Stony Island,District 10b,Citywide,,Vacant,,,2635,E,8401,S,41.74264,-87.56,2635,E,8401,S,41.7427,-87.5599,S.CommunitityBasedOrganizationIndicator,08,false,2026-04-29 18:28:34.450659,2026-05-01 04:17:28.514281
706,1079,400170,299,15-016-2990-25,Chicago Public Schools District 299,NOBLE - ACADEMY HS,Noble - The Noble Academy,NOBLE_-_ACADEMY_HS,Charter,Charter,Open,2014-07-01,,General Curriculum,High,"9,10,11,12","9,10,11,12",,Tierionna Pinkston,15016299025043C,66578,,Noble St Chtr-The Noble Academy,https://nobleschools.org/nobleacademy,,,700,W,1443,N,-87.6456,41.90781,,,1443,N,OGDEN,AVE,,Chicago,IL,60610-1007,N,N,,170993006464,C200033612,Tierionna Pinkston,tpinkston@thenobleacademy.org,312-574-1527,708-575-4217,,,1443 N OGDEN AVE  Chicago IL 60610-1007 700 W 1443 N 41.90781 -87.6456,1443 N OGDEN AVE  Chicago IL 60610-1007 700 W 1443 N 41.9077809206329 -87.6455312006933,27,27th Ward,33,8:10 AM - 3:30 PM,,9645,Network 14,,,Non,Day,Network 4,NEAR NORTH SIDE,Greater Lincoln Park,District 6a,Citywide,Anusha Thotakura,Anusha Thotakura,,,700,W,1443,N,41.90781,-87.6456,700,W,1443,N,41.9077809206329,-87.6455312006933,S.CommunitityBasedOrganizationIndicator,12,false,2026-04-29 18:28:34.450659,2026-05-01 04:17:28.514281
708,1220,400172,299,15-016-2990-25,Chicago Public Schools District 299,ASPIRA - BUSINESS & FINANCE HS,ASPIRA Business and Finance,ASPIRA_-_BUSINESS_&_FINANCE_HS,Charter,Charter,Open,2015-07-01,,General Curriculum,High,"9,10,11,12","9,10,11,12",,Dr. James Edwards,15016299025079C,66255,ASPIRA Business and Finance,ASPIRA Charter Schools,https://abfhs.aspirail.org,,,3630,W,2989,N,-87.7182,41.93567,,,2989,N,MILWAUKEE,AVE,,Chicago,IL,60618-7347,N,N,,170993006453,C200041140,Dr. James Edwards,jedwards@aspirail.org,773-243-1820,773-243-1820,,,2989 N MILWAUKEE AVE  Chicago IL 60618-7347 3630 W 2989 N 41.93567 -87.7182,2989 N MILWAUKEE   Chicago IL 60618-7347 3900 W 2989 N 41.9357578970572 -87.7181393414221,35,35th Ward,29,7:30AM-4:30PM,,9647,Network 14,150162990APAP04,,Non,Day,Network 4,AVONDALE,Greater Milwaukee Avenue,District 3a,Citywide,Norma Rios-Sierra,Norma Rios-Sierra,,,3630,W,2989,N,41.93567,-87.7182,3900,W,2989,N,41.9357578970572,-87.7181393414221,S.CommunitityBasedOrganizationIndicator,12,false,2026-04-29 18:28:34.450659,2026-05-01 04:17:28.514281
